"","matchId","type","duration","nGroups","maxPlace","nPlayers","nWinners"
"19345","677b592116b872","squad-fpp",1346,29,29,98,4
"19346","677bb8cae242b4","squad-fpp",1766,27,30,94,4
"19347","677bd630ca01bc","duo",1840,47,49,97,2
"19348","67806316d16507","squad-fpp",1296,30,30,97,4
"19349","6785d7053a1bed","squad",1837,30,30,99,3
"19350","678649e2a34e50","crashfpp",909,45,51,93,2
"19351","6787ed8baa842d","solo-fpp",1461,94,96,96,1
"19352","6788b750bce7cf","squad-fpp",1383,27,29,94,3
"19353","6788d73a9f43a6","squad-fpp",1374,24,27,88,3
"19354","6788d9e1e7f520","squad-fpp",1327,25,26,92,4
"19355","6789480e678fb1","duo-fpp",1985,48,49,96,2
"19356","67896ce599b500","duo",1395,44,48,96,2
"19357","678a772909a053","duo-fpp",1387,46,47,94,2
"19358","678b2ea989d559","solo-fpp",1405,93,95,95,1
"19359","678cccf6523c27","squad",1470,28,30,97,4
"19360","678d4967588618","duo",2181,49,50,98,2
"19361","67903fb5b2290b","duo-fpp",1367,45,46,92,2
"19362","67905819b29003","duo-fpp",1306,46,48,95,2
"19363","6790bc202bf49e","duo-fpp",1440,49,49,98,2
"19364","67913db68791b4","duo-fpp",1358,45,48,96,1
"19365","6791ac2cb1bed8","solo-fpp",1889,95,96,96,1
"19366","6792be6dae3345","duo-fpp",1448,47,50,98,2
"19367","679492e9ccd684","solo-fpp",2069,95,99,99,1
"19368","6797c3ca95f7af","squad",1407,26,28,97,3
"19369","67984fa9e12b0d","solo-fpp",1824,90,95,95,1
"19370","679afaf705e42f","squad-fpp",2100,26,26,79,4
"19371","679b7bf305a612","squad-fpp",1289,31,31,99,1
"19372","679dcd75c0df8a","squad-fpp",1396,28,28,98,3
"19373","679e1271fdb886","duo",1319,48,48,95,2
"19374","67a131b36b0791","solo",2058,90,97,97,1
"19375","67a531726890a3","solo-fpp",1288,90,94,94,1
"19376","67ac4902362b81","squad-fpp",1273,29,29,91,3
"19377","67ac9b571933c9","duo",1932,46,48,96,2
"19378","67ad6bbed3a4e4","squad-fpp",1401,26,27,95,4
"19379","67ad831519aafa","squad-fpp",1331,27,28,100,4
"19380","67ae1f1d8b9feb","squad",1970,26,26,92,4
"19381","67b0c84faafcc2","squad-fpp",1424,24,28,95,3
"19382","67b16d7e0df5ab","duo-fpp",1382,48,49,97,2
"19383","67b3d5b7938337","solo",1808,2,16,16,3
"19384","67b409a728b32c","solo-fpp",1520,94,96,96,1
"19385","67b5ecacc7615c","duo-fpp",1772,48,50,99,1
"19386","67b659d8332978","squad-fpp",1856,28,29,94,2
"19387","67ba3d368d8c31","duo-fpp",1421,50,50,100,2
"19388","67bbe122a49f53","squad-fpp",1905,24,25,85,4
"19389","67bbf330fe6c1d","normal-duo",1050,8,8,15,2
"19390","67be39cc79961c","duo",1859,43,45,88,2
"19391","67be55446cf38a","squad",1772,27,28,98,2
"19392","67bebc39259673","squad-fpp",1310,27,27,92,4
"19393","67bed570540769","squad-fpp",1661,26,26,93,3
"19394","67beef1d8e8a29","duo-fpp",1437,45,47,92,2
"19395","67bfa56a22e2ca","squad",1299,28,29,98,4
"19396","67c2bb44529430","squad-fpp",1759,27,29,97,4
"19397","67c3f123ba2166","squad",1382,28,28,100,3
"19398","67c50afe78a13b","squad-fpp",1877,25,27,90,4
"19399","67c5553c3124d8","squad",1750,27,28,92,4
"19400","67c639b64a00fd","squad-fpp",1283,29,29,99,4
"19401","67c7044485c0c5","squad-fpp",1355,27,27,95,4
"19402","67c733f06f4f93","normal-squad",1957,15,15,38,3
"19403","67c7ff16ce42b5","solo-fpp",1858,36,38,38,1
"19404","67c8a0a1902cec","solo-fpp",1118,89,92,92,1
"19405","67ca6538e80cc0","duo",1454,44,46,90,2
"19406","67ca6800537224","squad",1869,25,25,88,4
"19407","67caa0525aa353","solo",1384,93,94,94,1
"19408","67cac3fcc38011","duo",1364,47,49,98,2
"19409","67cae2a2c5f49d","squad-fpp",1314,28,29,97,4
"19410","67caedf47be1a6","squad-fpp",1354,28,29,94,4
"19411","67cb7f45b24d50","squad-fpp",1440,28,29,94,3
"19412","67cc0ee9b96c39","solo",1897,93,93,93,1
"19413","67cc9f86d36f3a","squad",1546,25,26,96,3
"19414","67ccf8cf59a864","duo-fpp",1311,44,46,92,2
"19415","67cd2eebce52ec","squad",1875,29,29,94,2
"19416","67cd40e6fa55df","squad-fpp",1889,29,29,99,4
"19417","67cdeebce5c6f8","squad-fpp",1313,24,26,90,3
"19418","67cf6d6168b8d8","squad",1359,25,27,91,3
"19419","67d28e8d510301","squad-fpp",1712,28,29,90,4
"19420","67d31379600e4d","squad-fpp",1364,27,28,96,4
"19421","67d496f3aa97f6","duo",1417,45,49,95,2
"19422","67d508247f4d10","solo-fpp",1933,94,94,94,1
"19423","67d58a9f16e549","duo-fpp",1347,42,42,83,2
"19424","67d63a5f10f780","squad-fpp",1849,30,30,95,4
"19425","67d8f7a487f80b","squad",1331,27,28,93,4
"19426","67dac6700b88f4","squad",1806,25,28,94,3
"19427","67dbbc50119e49","squad",1429,27,28,96,3
"19428","67ddaaafef909f","duo-fpp",1342,49,49,97,2
"19429","67df1ac9d09011","solo",1493,92,94,94,1
"19430","67e18e9fc4493e","duo",1438,47,47,93,2
"19431","67e1af34f8f260","squad-fpp",1844,27,28,95,4
"19432","67e2464e16b5b9","solo-fpp",1893,94,97,97,1
"19433","67e46335a21439","squad-fpp",1283,28,29,95,4
"19434","67e4fc0126c431","duo-fpp",1872,44,46,91,2
"19435","67e63cf755b7f3","duo-fpp",1861,47,49,98,2
"19436","67e669fb4d0512","solo-fpp",1973,91,95,95,1
"19437","67e88b08c34f45","solo-fpp",1824,86,91,91,1
"19438","67e8925c18a139","duo-fpp",1906,46,48,96,2
"19439","67eb34b22e9bfd","squad-fpp",1351,30,30,96,3
"19440","67ed35ae6dc198","solo-fpp",1433,89,94,94,1
"19441","67f01ffa2dc343","squad-fpp",1777,28,28,98,4
"19442","67f305ed6f5e74","squad-fpp",1411,28,28,97,1
"19443","67f69f85677ee4","squad-fpp",1392,24,26,92,4
"19444","67f8f5714fc046","duo-fpp",1381,49,49,98,2
"19445","67fadfe46e6343","duo-fpp",1326,47,48,96,2
"19446","67ff4f2cf72326","squad-fpp",1850,26,29,96,4
"19447","67ff680ce35706","squad-fpp",1381,25,26,90,4
"19448","68019fdb817645","squad-fpp",1363,28,28,96,3
"19449","68051acccbe7dc","duo-fpp",1375,46,48,94,2
"19450","680595df80c1a9","solo-fpp",1379,99,99,99,1
"19451","68075ed4edd38e","squad",1850,26,27,96,3
"19452","680a89552942e8","squad-fpp",1282,25,27,89,3
"19453","680d029f483044","squad",1980,24,26,92,4
"19454","680d4927a6547e","squad",1965,25,26,92,3
"19455","680ff0e7852bf8","squad-fpp",1824,25,26,89,3
"19456","68102483e2382a","squad-fpp",1295,27,27,97,4
"19457","681035cc53f0c5","squad",1368,26,28,97,4
"19458","6811e7aa9076d6","duo-fpp",1348,48,49,97,2
"19459","68148d99bf3da2","squad-fpp",1369,26,27,95,4
"19460","681729fb1abfc2","duo",2026,18,20,39,2
"19461","68189a6678895a","squad",1529,29,29,98,3
"19462","681934bfa3421b","squad-fpp",1401,26,26,92,4
"19463","681ae5b08c2693","duo-fpp",1379,45,48,95,2
"19464","681b6d1a955e55","squad-fpp",1404,26,27,90,4
"19465","681b7e6ea05b36","squad",1302,24,26,90,4
"19466","681f8a2c69648d","squad-fpp",1384,29,30,96,4
"19467","681fae166bdf33","squad-fpp",1256,28,29,93,4
"19468","6820d217fa292b","solo-fpp",1298,91,92,92,1
"19469","68233153dc096d","squad-fpp",1339,28,28,97,3
"19470","6823b2e6dde1db","duo-fpp",1367,44,45,87,2
"19471","682493212e24eb","duo-fpp",1985,39,40,78,2
"19472","6826c4855b69a7","squad-fpp",1913,28,29,97,4
"19473","68279b415026ee","solo-fpp",1914,89,90,90,1
"19474","68296dd2d85d7a","squad-fpp",1439,28,28,97,4
"19475","682a5547935f70","duo",1375,46,48,96,2
"19476","682acb140e6297","duo-fpp",1958,43,43,85,2
"19477","682d04e88da197","solo-fpp",1381,97,97,97,1
"19478","682f174c77f8d1","solo-fpp",1844,87,89,89,1
"19479","682f98ce8942f8","solo-fpp",1420,94,96,96,1
"19480","683064c60af716","squad-fpp",1312,30,30,99,4
"19481","6830ca09e4e4c7","squad",1772,27,28,93,3
"19482","68310b0eee3f8e","solo",1863,92,95,95,1
"19483","68314fd2fd0b4b","squad-fpp",1801,30,30,98,4
"19484","68318dc5d54c0f","solo",1469,92,95,95,1
"19485","6832c9012c63d7","squad-fpp",1959,25,27,91,3
"19486","6834aee84b168c","squad-fpp",1874,28,30,94,4
"19487","683740d5df5370","normal-squad-fpp",2130,16,16,64,4
"19488","6837fe2c510400","squad-fpp",1369,26,28,100,4
"19489","68380c08b11b1f","squad-fpp",1411,26,26,83,4
"19490","68393b39f5c607","solo-fpp",1530,92,95,95,1
"19491","683dbe09fbcd1d","squad-fpp",1297,26,27,95,4
"19492","683e297cad6f63","duo-fpp",1296,48,49,98,2
"19493","683e902cb81c83","solo-fpp",1898,95,98,98,1
"19494","684027ac383dab","squad-fpp",1334,26,29,95,4
"19495","68405c11c00849","duo-fpp",1457,48,49,97,2
"19496","6841431c6f1e19","squad-fpp",1968,29,30,96,4
"19497","6843ef4de9aabb","squad-fpp",1364,27,28,92,4
"19498","6844692b33f4bc","duo-fpp",1301,49,49,98,2
"19499","6844a7097bf021","squad-fpp",1833,25,25,96,4
"19500","68460c1543519c","squad-fpp",1385,29,30,98,3
"19501","68486e1ebadf6f","squad",1809,29,29,92,2
"19502","684c6390b467b7","duo-fpp",1771,44,46,92,2
"19503","684cc8df5cc4dd","squad-fpp",1420,27,29,96,2
"19504","684e07f3b9d9a9","squad-fpp",1395,27,28,99,4
"19505","684ef33ac3b597","solo",1513,94,97,97,1
"19506","684f5e9630e5b8","duo-fpp",1372,49,50,98,2
"19507","684fffb6bd49ab","duo-fpp",1904,49,50,98,2
"19508","6856803d00d117","duo-fpp",2019,48,49,97,2
"19509","68586cd92b4be9","squad-fpp",1394,25,27,96,4
"19510","6859fab9302b16","squad-fpp",1303,29,31,99,3
"19511","685d4398e698b1","squad",1840,27,27,92,4
"19512","685e08a3a2a03c","duo",1336,46,49,98,2
"19513","685e0cbb5c0890","duo-fpp",1970,47,48,95,2
"19514","685e9e4030e894","squad",1358,30,30,99,4
"19515","686022f3441f79","solo-fpp",1325,96,97,97,1
"19516","6860c623c67556","squad-fpp",1390,27,27,96,3
"19517","68615d308ac2dd","solo-fpp",1841,86,90,90,1
"19518","68622f39623741","duo-fpp",1368,48,48,95,2
"19519","686252ddfefab8","squad",1887,27,27,95,4
"19520","68629fe15a40c9","squad-fpp",1866,26,26,91,4
"19521","6862b07b3a4eb8","squad-fpp",1948,27,28,94,4
"19522","6862e1124aa1b4","squad-fpp",1318,26,29,94,4
"19523","6863a2c78dd1e9","solo-fpp",1883,94,97,97,1
"19524","686414143eede7","solo",1961,91,95,95,1
"19525","686416703ed45b","crashfpp",861,46,49,95,2
"19526","6867ab8f7da0ac","squad-fpp",1869,28,29,95,4
"19527","68696f359124b1","squad-fpp",1382,27,29,99,4
"19528","6869e8081f92b2","squad",1459,28,29,97,4
"19529","686b159a5d9e0d","solo",1792,93,97,97,1
"19530","686c00eb51e309","squad",1362,28,28,96,3
"19531","686c9e46c80136","duo-fpp",1944,44,46,91,2
"19532","686ca1a0c83488","squad",1774,23,26,98,4
"19533","686dd80b301916","squad",1327,26,26,94,4
"19534","686e5c235fced6","squad",1784,25,26,97,4
"19535","686f42d386e50a","solo",1808,2,18,18,4
"19536","686fbab9efb34d","solo-fpp",1358,96,96,96,1
"19537","687090b582508b","duo-fpp",1354,49,49,98,2
"19538","6871b4adff86f7","squad-fpp",1326,28,29,99,4
"19539","6873bfb1d1f879","squad-fpp",1772,21,22,74,4
"19540","687707179447b9","squad",1353,28,28,95,4
"19541","6879282caa52d8","squad",1840,23,25,85,3
"19542","687984476db7ce","squad",1341,29,29,94,4
"19543","687a65fe8ee593","solo-fpp",1895,91,93,93,1
"19544","687c7c31d7eb5f","squad-fpp",1268,27,28,100,4
"19545","687d5c2bd14ea4","duo-fpp",1384,49,50,98,2
"19546","687dca05f22557","solo-fpp",1808,90,96,96,1
"19547","687deaa3c56b37","squad-fpp",1760,30,30,97,4
"19548","6882923e5bd3e7","duo-fpp",1841,43,44,88,2
"19549","688372eabad5ee","squad-fpp",1810,29,29,91,4
"19550","688493e8702e0f","squad",1373,28,30,92,3
"19551","6889b0efd3b2e0","squad-fpp",1849,26,26,94,3
"19552","688bf26ea8a8a4","squad-fpp",1237,31,31,97,3
"19553","688dce64b8fbbc","duo-fpp",1279,45,47,93,2
"19554","688ff727e48520","duo-fpp",1334,46,48,96,2
"19555","68901bbaed2357","solo-fpp",1399,93,96,96,1
"19556","6890be672fb526","squad-fpp",1335,27,29,99,4
"19557","6893c8fdd49d66","squad-fpp",1308,27,27,95,2
"19558","6893d4f2403a95","normal-duo-fpp",1184,5,5,10,2
"19559","68943e839d4b24","squad-fpp",1434,21,22,73,4
"19560","68956f3f214272","duo-fpp",1851,42,47,91,2
"19561","68969e722aecd5","squad",1317,25,26,97,4
"19562","6896d871dea0e7","duo-fpp",1321,40,43,85,2
"19563","6899718fbba73f","squad",1384,28,29,94,4
"19564","689baf84bdbd21","squad-fpp",1282,26,27,95,4
"19565","68a057f2a0d9e3","duo",1853,42,47,91,2
"19566","68a377c04be7fd","squad-fpp",1305,28,28,97,4
"19567","68a4d26970cac8","squad",1465,24,26,95,4
"19568","68ab069925667e","duo-fpp",1379,48,49,95,1
"19569","68abbcc98eab97","duo",1983,45,46,91,2
"19570","68ad1124bcb72c","squad-fpp",1333,29,29,100,3
"19571","68af2a5c2b069b","solo-fpp",1398,94,95,95,1
"19572","68afc08606b072","duo-fpp",1892,49,49,98,2
"19573","68afc0fbf070d5","duo",1897,43,49,95,2
"19574","68b03e3f436f07","squad-fpp",1296,26,27,97,4
"19575","68b36ad7d898ea","duo-fpp",1283,48,49,96,2
"19576","68b3b0adf1b9f6","squad-fpp",1180,26,29,94,3
"19577","68b3bacc6b983f","solo-fpp",1409,96,99,99,1
"19578","68b48a163d9d80","duo-fpp",1386,47,48,96,2
"19579","68b4e35a0e8ea9","squad",1457,28,28,94,4
"19580","68b74c618ecc0c","solo-fpp",1426,89,90,90,1
"19581","68b816effefcf2","squad-fpp",1737,27,28,98,3
"19582","68bca7df518004","normal-duo-fpp",1890,32,32,63,2
"19583","68bea853c0e7e8","duo-fpp",1428,46,48,96,2
"19584","68bef51c6acbf5","squad-fpp",1961,27,27,90,3
"19585","68c04b651f5a65","duo",1834,44,46,90,2
"19586","68c11a28829638","solo-fpp",1890,96,98,98,1
"19587","68c1805ed910d5","squad",1332,25,26,95,4
"19588","68c27cdcce3fe3","duo-fpp",1784,44,46,90,2
"19589","68c9be63a6a1fa","duo",1410,46,47,92,2
"19590","68d0cc7f8941ce","solo",1996,91,93,93,1
"19591","68d46ad8e60865","squad-fpp",1381,29,30,95,4
"19592","68d5b396b2d941","duo-fpp",1377,49,49,98,2
"19593","68d7ad8806acac","solo-fpp",1938,93,93,93,1
"19594","68d7c860554d3e","duo-fpp",1365,49,49,97,2
"19595","68d937e1f59492","squad",1336,26,27,97,4
"19596","68daa65eedbcfb","squad-fpp",1913,29,29,98,4
"19597","68db39e8e67b54","squad-fpp",1352,27,28,98,4
"19598","68dcf3782f5efe","solo-fpp",1886,96,96,96,1
"19599","68ddabf91b42b3","solo-fpp",1504,91,96,96,1
"19600","68df03dec67c74","duo-fpp",1773,48,49,95,2
"19601","68df13ff563e43","duo-fpp",1364,46,48,96,2
"19602","68e8ab6a09899e","squad-fpp",1364,27,29,92,4
"19603","68ec4cff35ae49","squad",1953,23,27,94,4
"19604","68ec56510865be","squad",1450,26,27,98,3
"19605","68ed74a5a47925","duo-fpp",1367,47,47,92,2
"19606","68f05eecb7ca3f","solo-fpp",1975,94,98,98,1
"19607","68f0e1c9ce9bdd","squad-fpp",1824,26,27,93,4
"19608","68f13982fdc5af","duo",1924,43,49,96,2
"19609","68f1ac2ce5a84e","squad",1810,25,25,91,4
"19610","68f25378e2a12d","duo-fpp",1417,49,50,100,2
"19611","68f28ac1948ba9","duo-fpp",1411,49,49,97,2
"19612","68f3050a4bab4f","solo-fpp",1399,92,92,92,1
"19613","68f47975d5356f","duo",1306,48,49,96,2
"19614","68f4c0a41afe9f","squad-fpp",1769,29,29,94,3
"19615","68f4d176d15fae","squad-fpp",1805,25,27,100,4
"19616","68f5aa85e33c34","squad-fpp",1771,28,28,99,4
"19617","68f73322911448","squad",1390,28,29,98,3
"19618","68f8554ccf718c","duo-fpp",1389,48,49,96,2
"19619","68f86feec370b0","duo-fpp",1354,47,49,97,2
"19620","68fb33ad4bbb05","solo-fpp",1395,94,95,95,1
"19621","68fb5d9914ed7e","squad-fpp",1274,31,32,98,4
"19622","68fc9417546ff7","solo-fpp",1965,92,96,96,1
"19623","68feea4b88cae0","duo-fpp",1912,44,46,92,1
"19624","68ffcb85d4756a","squad",1965,28,28,91,4
"19625","69001bef36a6ab","squad-fpp",1282,26,28,96,4
"19626","69016336a90a37","squad",1712,24,26,82,4
"19627","6903d5e84943e7","squad",1765,29,29,97,4
"19628","690543285e083a","duo-fpp",1857,44,47,91,2
"19629","690564c623363e","squad-fpp",1758,31,31,95,4
"19630","69076aedb427e5","squad-fpp",1885,28,28,95,4
"19631","6907f7d4648dc4","duo-fpp",1954,43,44,88,2
"19632","690862124cec50","duo-fpp",1430,48,49,97,2
"19633","6908976f55fce7","solo-fpp",1799,88,93,93,1
"19634","6908e430297d03","squad-fpp",1304,28,31,95,4
"19635","690c20f8449cea","duo-fpp",1869,20,20,40,2
"19636","690df48aa01fb5","squad",1285,25,26,91,2
"19637","690f746b8180e7","squad-fpp",1371,30,32,100,3
"19638","69121b7156aa1f","duo-fpp",1771,45,49,95,2
"19639","6913740db7e37c","squad",1941,27,27,94,2
"19640","6915cec7724451","squad-fpp",1280,28,29,98,4
"19641","6915e1441d2cbe","squad-fpp",1899,27,28,90,2
"19642","69171fa5fee337","duo-fpp",1389,48,50,98,2
"19643","691745827acaea","duo-fpp",1381,48,48,96,2
"19644","6918c27b5cda5b","squad",1830,23,26,87,4
"19645","6919467af57629","squad",1791,31,31,99,4
"19646","691b0120e0062a","solo-fpp",1442,93,95,95,1
"19647","691b0b96fdf960","duo-fpp",1863,48,48,96,2
"19648","691b633975cb3a","squad-fpp",1879,25,29,93,4
"19649","691bcea19eb1ac","duo-fpp",1777,45,47,93,2
"19650","691bd57cbb9b0f","squad-fpp",1842,26,26,93,3
"19651","691da50044ce80","squad-fpp",1841,26,28,93,4
"19652","691dafd0c4f0c9","squad-fpp",1358,27,29,99,4
"19653","691fa22c89a49a","squad",1381,28,29,96,4
"19654","691fd0adb1d3f7","squad-fpp",1771,29,30,96,4
"19655","691fd1da0a4ff6","duo",1788,44,48,94,2
"19656","69213d15bab255","solo",1799,87,94,94,1
"19657","6921f2d21d4f23","squad-fpp",1778,28,29,98,3
"19658","6923165ffd84ab","squad-fpp",1764,29,29,100,4
"19659","69245e79bb843c","solo-fpp",1763,87,91,91,1
"19660","6924c8da6c2de0","squad",1388,24,28,93,4
"19661","69257b1af8d798","squad",1374,27,28,93,4
"19662","692bd6a11b86c8","solo-fpp",1719,93,96,96,1
"19663","692c321e6fa8bd","duo-fpp",1308,45,45,90,2
"19664","692cfc6509137f","squad-fpp",1397,27,28,94,3
"19665","692d48af17e4aa","squad-fpp",1751,29,29,96,4
"19666","692eafcc1fdeef","duo-fpp",1420,47,48,96,2
"19667","69315587c83aba","squad-fpp",1431,26,26,92,3
"19668","69321ce718a9a4","squad-fpp",1345,26,26,92,4
"19669","693373113e1365","squad",1840,28,28,93,3
"19670","693486ca50cca2","squad",1955,26,26,98,3
"19671","6935bb4e3165ec","squad",1951,29,30,93,3
"19672","693af197bb30f1","squad-fpp",1853,29,30,100,4
"19673","693be4e82a2761","squad-fpp",1399,30,30,99,3
"19674","693c13b9f4c7e0","squad",1891,22,23,77,4
"19675","693c9453f0e2bf","squad-fpp",1353,28,29,99,3
"19676","693e4e8ce19796","squad",1945,25,29,98,3
"19677","693f3507988f82","solo",2028,94,96,96,1
"19678","693f844b3716d7","duo-fpp",1374,49,50,97,2
"19679","694120439effc0","squad",1772,25,27,89,4
"19680","6942240131b409","squad",1411,25,27,94,3
"19681","69437c38f69a28","squad-fpp",1891,30,30,98,3
"19682","6944946135d3c2","solo",1966,93,96,96,1
"19683","6944c6bee9edcc","duo-fpp",1927,45,46,92,2
"19684","694508d2a63479","squad",1300,28,28,97,4
"19685","6945783270e8dc","squad-fpp",1196,27,28,98,4
"19686","69459fe440e729","duo",1368,43,45,88,2
"19687","69467720ae223f","solo-fpp",1404,94,99,99,1
"19688","6946b23c784156","solo",1921,85,93,93,1
"19689","69473402649f11","solo-fpp",1797,92,96,96,1
"19690","69495e3c478eb9","duo-fpp",1379,48,49,96,2
"19691","6949c96fddaa39","squad-fpp",1927,24,27,95,4
"19692","694e0ae6caf5b3","solo-fpp",1389,94,94,94,1
"19693","694fa7b05c3d45","solo",1165,22,22,22,1
"19694","69506459034bb9","squad-fpp",1923,29,30,98,3
"19695","69509ed5983af6","duo-fpp",1377,46,49,98,2
"19696","6950fea05981ba","duo-fpp",1973,46,48,96,2
"19697","695465342d1635","squad",1873,24,24,87,4
"19698","6954aef638241e","duo",1944,37,42,78,2
"19699","6955d17881bbaa","duo-fpp",1760,47,50,99,2
"19700","6956175012df79","squad-fpp",1819,26,27,84,3
"19701","6956d9c47e9631","solo-fpp",1981,89,93,93,1
"19702","69591b10d5e110","squad-fpp",1360,25,25,87,4
"19703","695a13b352ad12","squad-fpp",1338,28,30,94,4
"19704","695e0de5e436a7","solo",1808,2,18,18,3
"19705","695ef33066045b","squad-fpp",1358,28,29,98,4
"19706","69628e7ace4f91","solo-fpp",1351,94,98,98,1
"19707","6964294c348456","duo-fpp",1803,45,50,99,2
"19708","69687270e819d1","squad-fpp",1845,28,30,95,3
"19709","696874190ec1ce","duo-fpp",1830,21,21,41,2
"19710","696a4c7c2ee2a3","squad",1408,25,27,99,4
"19711","696bed8cc12d4f","squad-fpp",1365,31,31,97,4
"19712","696cb0a03e542c","duo-fpp",1368,47,49,96,2
"19713","696d785c7481b0","duo",1393,49,49,98,2
"19714","696e68da5869ed","duo",1421,44,48,95,2
"19715","6970422d28810c","squad-fpp",1846,26,27,94,4
"19716","69711f2b780338","squad",1922,28,28,98,4
"19717","69718fff1053ee","duo-fpp",1883,46,48,95,2
"19718","6973689feca146","squad-fpp",1920,25,25,90,4
"19719","69746041e6aa82","squad-fpp",1380,28,29,92,4
"19720","697850c91ce07c","duo",1519,48,49,97,2
"19721","6978fb25dfefa1","squad-fpp",1467,28,28,95,2
"19722","6979d88948039d","squad",1408,26,26,97,3
"19723","6979df321c8ca2","squad-fpp",1897,29,30,98,4
"19724","6979e57026577e","solo",1881,95,98,98,1
"19725","697cedec594f73","duo-fpp",1870,46,47,94,2
"19726","697dc07a82592e","squad-fpp",1329,27,27,94,4
"19727","697edb1b45f900","squad-fpp",1364,27,27,95,4
"19728","697f3267e48f70","solo-fpp",1386,94,97,97,1
"19729","697f48715ec93c","squad-fpp",1757,30,30,97,3
"19730","697f5ed0e3ab8a","solo-fpp",1348,94,96,96,1
"19731","697ff2ccd9b771","squad-fpp",1804,28,28,95,4
"19732","6980edac5ee611","squad",1874,25,26,91,4
"19733","698514a297b20e","duo-fpp",1402,31,38,67,2
"19734","698679e630b325","squad-fpp",1891,25,27,93,3
"19735","6987bc312c6228","duo-fpp",1377,47,47,94,2
"19736","698aaf03281b9a","squad-fpp",1328,28,29,95,4
"19737","698b0f7621e3d1","squad-fpp",1975,25,28,92,4
"19738","698bb6f830595b","duo-fpp",1788,47,48,96,2
"19739","698d3c9b6d4711","squad-fpp",1763,25,26,94,4
"19740","698d46e553d39f","duo-fpp",1357,49,49,97,2
"19741","698d74f77e09ab","duo-fpp",1272,46,47,93,1
"19742","698e68ac47c3f5","squad-fpp",1437,28,29,97,3
"19743","698f73eb457ef8","duo-fpp",1804,44,45,90,2
"19744","69947058e8861b","squad-fpp",1406,28,32,94,3
"19745","6995e681d5b1d5","duo-fpp",1745,49,49,96,1
"19746","6996455260dcc8","squad",1390,25,27,91,3
"19747","6997c86364e5e8","duo-fpp",1873,48,49,98,2
"19748","699c621b1bdf60","duo-fpp",1549,48,49,96,2
"19749","699c64a8acfc0a","duo-fpp",1858,47,49,98,2
"19750","699cbc4125f5f7","duo-fpp",1833,46,50,98,2
"19751","699ccac5a03544","squad",1784,28,28,96,4
"19752","699e8c950bc58c","solo-fpp",1472,94,97,97,1
"19753","69a0c326e7e02b","squad-fpp",1409,24,26,96,4
"19754","69a1a598ce525b","squad-fpp",1305,26,26,95,4
"19755","69a444b21a5f02","solo",1473,94,95,95,1
"19756","69a72b8316e416","duo-fpp",1769,47,48,92,2
"19757","69a8c9054357f5","squad-fpp",1800,28,29,92,4
"19758","69a9e8c93b2e13","squad-fpp",1373,27,27,93,3
"19759","69aa635ee59233","duo",1874,47,47,92,2
"19760","69ab82750fccec","squad-fpp",1902,29,30,100,3
"19761","69ad15cd395503","squad-fpp",1338,28,29,97,4
"19762","69ae7f620d59a7","squad-fpp",1353,28,29,98,3
"19763","69aefb5b1f374e","squad-fpp",1892,28,29,94,3
"19764","69b1bab6ac3353","squad-fpp",1771,27,28,99,4
"19765","69b3c51da04fb2","squad-fpp",1885,26,26,93,4
"19766","69b4542b79118d","duo-fpp",1841,47,48,95,2
"19767","69b4ddb758c17a","squad-fpp",1261,26,28,98,4
"19768","69b6587e4a7da0","squad-fpp",1905,25,27,93,3
"19769","69b74a8a0768c5","squad-fpp",1873,26,28,95,4
"19770","69b91a693ed046","squad",1458,28,29,98,3
"19771","69b93e5774bac9","normal-duo-fpp",1867,31,31,59,2
"19772","69b977044f4e09","solo-fpp",1444,97,98,98,1
"19773","69baa4abb7f5cc","squad-fpp",1370,27,27,87,4
"19774","69bc0ae3b9040e","squad",1883,25,27,91,3
"19775","69bc8be299371e","squad-fpp",1874,27,28,97,4
"19776","69be32ea2aee86","squad-fpp",1790,26,26,91,4
"19777","69c03a363a21e5","squad-fpp",2099,29,29,97,4
"19778","69c175a3a17894","squad-fpp",1400,25,25,82,3
"19779","69c41b617e4851","duo-fpp",1838,45,46,91,2
"19780","69c519d4b789cf","duo-fpp",1379,48,49,98,2
"19781","69c55727416070","duo",1372,48,50,98,2
"19782","69c5c354192427","squad",1343,27,28,95,4
"19783","69c5f66baae235","squad-fpp",1450,24,26,89,3
"19784","69c6dcc8bf46ab","solo-fpp",1837,96,98,98,1
"19785","69c8d5489579e2","squad",1387,26,27,92,4
"19786","69cb8b9bba0196","duo-fpp",1941,48,51,98,2
"19787","69ccb577e26416","solo-fpp",1372,67,68,68,1
"19788","69ccf624133c14","squad",1928,22,24,89,3
"19789","69d2c1e468a76f","duo-fpp",1805,47,48,96,2
"19790","69d3e11cbdecf7","solo-fpp",1834,92,93,93,1
"19791","69d4b9f8dafcbb","squad-fpp",2048,26,26,92,3
"19792","69d4c860e02007","squad",1810,28,29,97,3
"19793","69d619361cfc04","duo-fpp",1410,46,48,94,2
"19794","69d67b95a6ec5c","squad",1931,26,26,92,3
"19795","69d7437ae4bce6","squad",1432,27,27,99,4
"19796","69d87830579759","duo-fpp",1803,42,44,87,2
"19797","69d905b0231a71","squad-fpp",1799,30,31,92,4
"19798","69dbec9462d865","normal-squad-fpp",2095,15,16,64,4
"19799","69dc2ae508e681","duo",1451,43,49,94,2
